review,rating,date,bank,source,review_clean
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,google_play,"worest app, it cannot be downloaded"
😭😭😭😭😭😭😭,1,2024-06-05,BOA,google_play,😭😭😭😭😭😭😭
slow only some times the wey it is veary nice app,5,2024-06-05,BOA,google_play,slow only some times the wey it is veary nice app
ok yes,5,2024-06-04,BOA,google_play,ok yes
It's nice apps,1,2024-06-04,BOA,google_play,it's nice apps
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,google_play,wow! what a disgrace for boa. the app barely works. too slow and always returns error.
Excited by your service,5,2024-06-02,BOA,google_play,excited by your service
Kerfafa new,1,2024-06-01,BOA,google_play,kerfafa new
ABDU MUDESR,2,2024-06-01,BOA,google_play,abdu mudesr
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,google_play,"the worst mobile banking app! it doesn't load (seems like with the perfect wifi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money."
It is Good to save time 👌👌,3,2024-05-31,BOA,google_play,it is good to save time 👌👌
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,BOA,google_play,"i'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""developer mode""? i've never seen such degeneracy in my entire life, please get rid of this feature"
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,google_play,what is the purpose or point of not allowing to take a screenshot of the recipe after transferring???
Ayseram,1,2024-05-28,BOA,google_play,ayseram
Worst banking app ever,1,2024-05-28,BOA,google_play,worst banking app ever
not bad,1,2024-05-26,BOA,google_play,not bad
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,google_play,i can't use the app unless i turn off developer mode?? what kind of stupid rule is that?? the worst experience for a banking app!!
How disappointing!,1,2024-05-25,BOA,google_play,how disappointing!
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,google_play,sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...
Very Very nice 👌 👍,5,2024-05-23,BOA,google_play,very very nice 👌 👍
Cool,4,2024-05-22,BOA,google_play,cool
What is that disable developer option I have never seen any app commands.,3,2024-05-22,BOA,google_play,what is that disable developer option i have never seen any app commands.
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,BOA,google_play,please fix the app i doesn't belongs to abbssinya bank name
All,5,2024-05-21,BOA,google_play,all
Very poor,1,2024-05-21,BOA,google_play,very poor
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,BOA,google_play,"playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks in the country and can't manage to have good mobile application in the era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. don't use this app, it's waste of time."
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,BOA,google_play,it's good when i've downloaded at first. but now it doesn't work well
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,BOA,google_play,it's just terrible. it kept crashing in middle of transaction. hell sometimes it won't open. my phone is stock android (pixel 8) and i don't even know how this happens. fix it!
ደስታው ንጋቴ,5,2024-05-20,BOA,google_play,ደስታው ንጋቴ
Good but not working top up,5,2024-05-20,BOA,google_play,good but not working top up
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20,BOA,google_play,በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?
It is good,5,2024-05-19,BOA,google_play,it is good
Great app..,3,2024-05-18,BOA,google_play,great app..
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,BOA,google_play,this app is the most worst app i used in ethiopia and belive me i know i live in ethiopia. being the fincial app it doesn't work when you want it. it makes you wait for cash out code and immediately debit the amount before sending the code i have got to say abysinia bank i didn't expect this from you and i use cbe mobile banking
Poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,google_play,poor mobile banking alwayes not working alwayes
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,google_play,"absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging"
Fails occasionally.,4,2024-05-17,BOA,google_play,fails occasionally.
Worst app ever,1,2024-05-16,BOA,google_play,worst app ever
Easy and cool app,5,2024-05-16,BOA,google_play,easy and cool app
open,5,2024-05-16,BOA,google_play,open
App is so bad network,1,2024-05-16,BOA,google_play,app is so bad network
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,google_play,it's not working for 3days. come on as a big bank in ethiopia this is unprofessionallism from boa
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,BOA,google_play,"be careful of using this app to transfer large sums of money. recently i can't top up my mobile card, can't pay tickets, can't transfer money to telebirr. the *815# works but what's the use of an app if we're using ussd. it will refund your mobile top up days after failing to top up but i wouldn't want to risk that. i'm a big fan of boa but i wouldn't recommend this app. 👎"
Nice 🤙,5,2024-05-15,BOA,google_play,nice 🤙
"The worst mobile banking app, doesn't even work for a week properly.",1,2024-05-15,BOA,google_play,"the worst mobile banking app, doesn't even work for a week properly."
Secretary,5,2024-05-14,BOA,google_play,secretary
77867748 I can't update my mobile banking,1,2024-05-14,BOA,google_play,77867748 i can't update my mobile banking
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,google_play,hate how we're expected to disable 'developer options' everytime we open the app. an unnecessary point of friction that's been put in place in the guise of security.
Exilent service,5,2024-05-13,BOA,google_play,exilent service
Build a new app,1,2024-05-13,BOA,google_play,build a new app
Exceptional service,5,2024-05-13,BOA,google_play,exceptional service
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,google_play,i don't get why this app is developed it is not functional at all !!
good good,3,2024-05-12,BOA,google_play,good good
This app is trash,1,2024-05-12,BOA,google_play,this app is trash
It's improved now,3,2024-05-12,BOA,google_play,it's improved now
It is really make my life so much easy!,5,2024-05-12,BOA,google_play,it is really make my life so much easy!
Good appp,1,2024-05-11,BOA,google_play,good appp
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,google_play,my advice for whoever reading is go look for other bank(awash bank is a great example). this bank won't even allow you to access your money when you want. it has bad servers which don't work(respond) on time.
Am not satisfay,2,2024-05-11,BOA,google_play,am not satisfay
Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,1,2024-05-11,BOA,google_play,preventing login because i have developer options on is not security. moved all my money somewhere else because i just didn't wanna deal with it
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,BOA,google_play,the app has bugs. signing in is still a challenge. transfer to another bank is impossible. the app is slow and bland.
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,google_play,why do u force me to turn off developers option just to use your app its not fair and am not using ur app anymore
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,BOA,google_play,"very poor app. it crashes every time, doesn't load properly, and you can't even buy airtime. the programming is subpar. please take lessons from other online banking apps. i would give it a zero if i could!!"
GOOD HARMONY BANK,5,2024-05-10,BOA,google_play,good harmony bank
This app is very simpl for useing,4,2024-05-10,BOA,google_play,this app is very simpl for useing
Very laggy un able to make transactions Fix it,1,2024-05-10,BOA,google_play,very laggy un able to make transactions fix it
After recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,google_play,after recent update the app keeps asking to disable developers options and won't let you use it unless you do.
Wow amazing,5,2024-05-10,BOA,google_play,wow amazing
Ethiopia,5,2024-05-09,BOA,google_play,ethiopia
Great UI UX Design !!!,5,2024-05-09,BOA,google_play,great ui ux design !!!
Rubbish!,1,2024-05-09,BOA,google_play,rubbish!
App is any updates why?,5,2024-05-09,BOA,google_play,app is any updates why?
"I am an app developer, I need to keep developer options on... WHY ARE YOU ASKING ME TO TURN DEVELOPER OPTIONS OFF... why is it that Abyssinia is the only damned bank in Ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at CBE... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,google_play,"i am an app developer, i need to keep developer options on... why are you asking me to turn developer options off... why is it that abyssinia is the only damned bank in ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at cbe... this is simply terrible, borderline unusable!"
UGH 🤮🤮🤮 they are super calculative when it CM 2 Mobile-banking or any online stuff. If ur degital!! better chose other bank.,1,2024-05-09,BOA,google_play,ugh 🤮🤮🤮 they are super calculative when it cm 2 mobile-banking or any online stuff. if ur degital!! better chose other bank.
Slow every time,2,2024-05-08,BOA,google_play,slow every time
It takes a very long time to log in please fix,1,2024-05-08,BOA,google_play,it takes a very long time to log in please fix
It's not functional at all,1,2024-05-08,BOA,google_play,it's not functional at all
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,BOA,google_play,what's wrong with app. this days? it doesn't working properly. 1) it's very slow & doesn't open. it's very annoying. 2) most of the time it says repeatedly please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. i've updated the app. when it needed but nothing changed. 👉please if it has some issues with the app. please fix it otherwise i'm going to uninstall it.
Eri,5,2024-05-08,BOA,google_play,eri
Disgrace app,1,2024-05-08,BOA,google_play,disgrace app
It doesn't work 😔,1,2024-05-07,BOA,google_play,it doesn't work 😔
It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,google_play,it crash repeatedly! try to make it more stable for customers need meet!
After two weeks it require update why?,5,2024-05-07,BOA,google_play,after two weeks it require update why?
Excellence,5,2024-05-07,BOA,google_play,excellence
It keeps crashing and hasn't been fixed,1,2024-05-07,BOA,google_play,it keeps crashing and hasn't been fixed
"The application is full of bug, so annoying.",1,2024-05-07,BOA,google_play,"the application is full of bug, so annoying."
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,BOA,google_play,"why is the app asking me to remove developer options? why does it matter what i do with my phone , this is unacceptable! fix this"
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,BOA,google_play,worst application relative to other ethiopia mobile banking app
"Lag,...",1,2024-05-06,BOA,google_play,"lag,..."
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,BOA,google_play,"""i am extremely disappointed with the poor service i have received. it is unacceptable that i cannot make transactions of 30,000 birr and sometimes my money gets stuck in the air. as a result of your incompetence, i have been forced to change my bank account. this level of service is completely unacceptable and needs to be rectified immediately."""
አረ wuyyyyyyyyyy,1,2024-05-05,BOA,google_play,አረ wuyyyyyyyyyy
Great app,5,2024-05-05,BOA,google_play,great app
"Doesn't work properly, keeps closing won't activate any account, I wouldn't recommend downloading",1,2024-05-05,BOA,google_play,"doesn't work properly, keeps closing won't activate any account, i wouldn't recommend downloading"
Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,google_play,pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve
አሁን update የተደረገው App ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,BOA,google_play,አሁን update የተደረገው app ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏)
Dont even try,1,2024-05-05,BOA,google_play,dont even try
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,google_play,"the version 24.04.26 is not opening on any of my devices. i noticed this issue on my friend's android 9 phone and also on my samsung android 12 phone. even after weekly updates, the newest version is not working properly. please provide a stable version update, as i prefer the older version of the app from the new one."
it's good app,5,2024-05-04,BOA,google_play,it's good app
Good service,5,2024-05-04,BOA,google_play,good service
This app is not working!!,1,2024-05-04,BOA,google_play,this app is not working!!
ayseram yastelal,3,2024-05-04,BOA,google_play,ayseram yastelal
this app not work why?pleas tell me,2,2024-05-04,BOA,google_play,this app not work why?pleas tell me
I am comfortable with your good service,5,2024-05-04,BOA,google_play,i am comfortable with your good service
betam yedadab app,1,2024-05-04,BOA,google_play,betam yedadab app
i like is app boA,4,2024-05-04,BOA,google_play,i like is app boa
best app from any mobilebanking,5,2024-05-04,BOA,google_play,best app from any mobilebanking
It crushes repeatedly,1,2024-05-03,BOA,google_play,it crushes repeatedly
Very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,google_play,very bad app as always bothering any transaction processes.
Ok true,1,2024-05-03,BOA,google_play,ok true
Actually faster,4,2024-05-03,BOA,google_play,actually faster
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,BOA,google_play,i prefer the earlier version. this updated app crushes during login and says there is bug. please fix the bug issue.
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,google_play,soo many bugs on this app i haven't been able to use it since i installed it very bad
My #1 choice,5,2024-05-03,BOA,google_play,my #1 choice
This application isn't working properly,1,2024-05-03,BOA,google_play,this application isn't working properly
This is too poorer than the previous app.,1,2024-05-03,BOA,google_play,this is too poorer than the previous app.
cool App Tnxes,5,2024-05-03,BOA,google_play,cool app tnxes
Not working 😕,1,2024-05-03,BOA,google_play,not working 😕
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,BOA,google_play,"the app keeps crashign again and again, i didn't even get to sign in. worst update!!"
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,google_play,"developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. we can't send money or even be able to check our account. they even take it down from the play store for a while. this whole process usually takes them 3 to 5 days. this is very disappointing. it is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of cbe. transferring to other banks sometimes doesn't work."
Yleiall,1,2024-05-03,BOA,google_play,yleiall
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,google_play,"was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying"
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,BOA,google_play,"dear boa, are you sure you are upgrading your application. it is becoming worse and worse. please fix the bug as quickly as possible."
Nice one thanks abisiniya,5,2024-05-03,BOA,google_play,nice one thanks abisiniya
it doesnt work it crashes,1,2024-05-03,BOA,google_play,it doesnt work it crashes
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,BOA,google_play,it keeps clashing down what a crass stupid app is this... you forced me to update after i transferred money and now i can't open it
Sorie,1,2024-05-03,BOA,google_play,sorie
Slow,1,2024-05-03,BOA,google_play,slow
Plays,5,2024-05-02,BOA,google_play,plays
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,BOA,google_play,crash... glitch... crash... blame connection... crash... crash again. please fix it
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,google_play,so unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank
Great app than others,5,2024-05-02,BOA,google_play,great app than others
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,BOA,google_play,omg this is like the worst mobile banking app ever. i have many different mobile banking app from different banks but this is the worst so far. it says it has connection issue when i have wifi or data connection and while i'm using other social media apps. it keeps asking me for update once like every week and takes forever to load like i have to wait at least 10 minutes to login and another 10 min to see my balance.
👎,1,2024-05-02,BOA,google_play,👎
I think I remember it worked once upon time...,2,2024-05-02,BOA,google_play,i think i remember it worked once upon time...
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,BOA,google_play,this app is going to the worest boa app ever😡 it crushes every time login.
"The app never worked properly, specially on android 14, do better",1,2024-05-02,BOA,google_play,"the app never worked properly, specially on android 14, do better"
Fix the bug.,1,2024-05-02,BOA,google_play,fix the bug.
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,BOA,google_play,all the time updated but im not satisfy by boa mobile bancking 😡😡😡
It always crashes,1,2024-05-02,BOA,google_play,it always crashes
Worst app ever. Barely works,1,2024-05-02,BOA,google_play,worst app ever. barely works
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,BOA,google_play,it keep making me out and crash when i open the app and not working properly
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,google_play,"after last update, the app keeps crashing, not working. pls fix it. mobile transactions become impossible."
Very bad app,2,2024-05-02,BOA,google_play,very bad app
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,BOA,google_play,"i don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. please try to fix it."
The worest mobile banking app,1,2024-05-02,BOA,google_play,the worest mobile banking app
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,BOA,google_play,it was working good before the last update but after the update it asks to disable developer option. why is that? that means any developer with developer option enabled can't access his account. it crushs a lot of times.
Ayseram mnm,1,2024-05-01,BOA,google_play,ayseram mnm
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,BOA,google_play,"from ethiopian internet banking abbisiniya internet banking application is the most worst boring and slower app, please fix that"
Well,5,2024-05-01,BOA,google_play,well
good App and user friendly.,4,2024-05-01,BOA,google_play,good app and user friendly.
Every time needs update & after that it's not working it's too boring,1,2024-05-01,BOA,google_play,every time needs update & after that it's not working it's too boring
Mnm beka ayeseram hule endaschegeregn,1,2024-05-01,BOA,google_play,mnm beka ayeseram hule endaschegeregn
What mean disable developer option?,5,2024-05-01,BOA,google_play,what mean disable developer option?
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,BOA,google_play,"slow login, crashes frequently, annoying app ever. since you updated this app, it's been extremely unhelpful."
It is nice app,5,2025-11-26,CBE,google_play,it is nice app
good app,5,2025-11-25,CBE,google_play,good app
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,google_play,"it suddenly asked me to enter the verification key i received. and it (*get your verification key from the nearest cbe branch*) now i'm in australia, what do you expect me to do???! there is no nearest or furthermost cbe branch!! so frustrating! how can i manage my bank account now????"
nice app...,5,2025-11-25,CBE,google_play,nice app...
very good banking service and fast service,5,2025-11-24,CBE,google_play,very good banking service and fast service
thanks blc this app help me to use all time,5,2025-11-24,CBE,google_play,thanks blc this app help me to use all time
why we can't send money to other people telebirr wallets??,1,2025-11-24,CBE,google_play,why we can't send money to other people telebirr wallets??
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23,CBE,google_play,አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን
በጣም ቀላልና ምቹ ነው።,5,2025-11-23,CBE,google_play,በጣም ቀላልና ምቹ ነው።
you are the reason why i got ye chogara himem,1,2025-11-22,CBE,google_play,you are the reason why i got ye chogara himem
it is so smart app i recommend it for everyone,5,2025-11-22,CBE,google_play,it is so smart app i recommend it for everyone
ዳጊ,5,2025-11-21,CBE,google_play,ዳጊ
absolutely right,5,2025-11-21,CBE,google_play,absolutely right
mid application it's so annoying,3,2025-11-20,CBE,google_play,mid application it's so annoying
I used morethan one year,4,2025-11-20,CBE,google_play,i used morethan one year
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20,CBE,google_play,no word can explane about this app it is nice 👍👍👍👍👍
"It's great app,I love this app",5,2025-11-20,CBE,google_play,"it's great app,i love this app"
suckkkks,1,2025-11-19,CBE,google_play,suckkkks
not allowing to transfer and showing current statement updates.,1,2025-11-19,CBE,google_play,not allowing to transfer and showing current statement updates.
I love you this app,5,2025-11-19,CBE,google_play,i love you this app
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,CBE,google_play,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers."
make life easy,5,2025-11-19,CBE,google_play,make life easy
securr,5,2025-11-19,CBE,google_play,securr
My most optional bank,5,2025-11-17,CBE,google_play,my most optional bank
5 star,5,2025-11-17,CBE,google_play,5 star
it is fantastic app.,5,2025-11-16,CBE,google_play,it is fantastic app.
sifen,5,2025-11-16,CBE,google_play,sifen
i like this√,4,2025-11-16,CBE,google_play,i like this√
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15,CBE,google_play,ጥሩ app ነዉ ። የኔ የግል አስተያየት- update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,CBE,google_play,"seriously, what’s going on with this app? the ""pay to beneficiary"" option is completely disabled for android users, yet ios users get full access without restrictions. why are android users being treated like second class customers? it’s the same app, the same service, but clearly not the same experience. this kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. right now, it just feels unfair and frustrating."
Nice and very useful app i like it!,5,2025-11-13,CBE,google_play,nice and very useful app i like it!
smart app,4,2025-11-12,CBE,google_play,smart app
good App,5,2025-11-12,CBE,google_play,good app
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,CBE,google_play,sync problem may 22 2025 but the date stack on may 8 2025 help pls
cbe is my choice,4,2025-11-11,CBE,google_play,cbe is my choice
Awesome,5,2025-11-11,CBE,google_play,awesome
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,google_play,i am not able to transfer. the app is not responding
Very convenient App,5,2025-11-11,CBE,google_play,very convenient app
excellent but sometimes can not connect,5,2025-11-10,CBE,google_play,excellent but sometimes can not connect
wow apk,5,2025-11-10,CBE,google_play,wow apk
best 100 %,5,2025-11-10,CBE,google_play,best 100 %
bad app,1,2025-11-10,CBE,google_play,bad app
nice app,5,2025-11-10,CBE,google_play,nice app
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,google_play,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better
I can't access it properly I think it needs update,1,2025-11-10,CBE,google_play,i can't access it properly i think it needs update
👌👌,5,2025-11-10,CBE,google_play,👌👌
best 👌,5,2025-11-10,CBE,google_play,best 👌
not Refresh,2,2025-11-10,CBE,google_play,not refresh
your statement is not used as wanted,1,2025-11-10,CBE,google_play,your statement is not used as wanted
good very good,5,2025-11-09,CBE,google_play,good very good
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,CBE,google_play,this is absolute trash why because it's not woking most time the servers are down even though i'm using 4g data internet they steal not working they use to work with out even data package now it's trash can't even send money
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,CBE,google_play,bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻
Good !,5,2025-11-08,CBE,google_play,good !
i like it,5,2025-11-08,CBE,google_play,i like it
Very nice app,5,2025-11-08,CBE,google_play,very nice app
the app is not functional this week.,4,2025-11-08,CBE,google_play,the app is not functional this week.
very updated bank,5,2025-11-06,CBE,google_play,very updated bank
tankyu,5,2025-11-05,CBE,google_play,tankyu
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,CBE,google_play,numbers 2 and 3 don't write during pin verification.
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,google_play,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow."
loved it,5,2025-11-05,CBE,google_play,loved it
this app is not working on my phone,5,2025-11-03,CBE,google_play,this app is not working on my phone
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,google_play,cbe needs to show transaction fees before the transaction is confirmed and not after. this is a big issue as fees are no longer insignificant.
